fixture_date,season,division,player_id,player_name,high_break
2018-09-12,18,1,715839724,Chris Mason [-30],51
2018-09-12,18,1,715839724,Chris Mason [-30],38
2019-12-11,19,1,908008030,Geoff Randall [-35],31
2019-12-11,19,1,983276809,David Gillingham [-40],75
2019-12-11,19,1,561705160,Pav Sareen,38
2019-12-11,19,1,983276809,David Gillingham [-40],34
2019-12-11,19,1,51829191,Nigel Stilwell,61
2019-12-11,19,1,715839724,Chris Mason [-40],53
2019-12-11,19,1,715839724,Chris Mason [-40],39
2019-12-11,19,1,715839724,Chris Mason [-40],32
2019-11-20,19,1,983276809,David Gillingham [-40],34
2019-11-20,19,1,983276809,David Gillingham [-40],33
2019-11-13,19,1,908008030,Geoff Randall [-35],91
2019-11-13,19,1,482444234,Richard Barrett [-35],37
2019-11-13,19,1,482444234,Richard Barrett [-35],37
2019-11-13,19,1,908008030,Geoff Randall [-35],35
2019-11-13,19,1,983276809,David Gillingham [-40],42
2019-11-13,19,1,297844767,Mick Lott [-10],31
2019-11-13,19,1,715839724,Chris Mason [-40],48
2019-11-13,19,1,176460812,Robin Powell,31
2019-11-06,19,1,983276809,David Gillingham [-40],45
2019-11-06,19,1,983276809,David Gillingham [-40],32
2019-11-06,19,1,297844767,Mick Lott [-10],46
2019-11-06,19,1,297844767,Mick Lott [-10],34
2019-10-23,19,1,715839724,Chris Mason [-40],57
2019-10-23,19,1,715839724,Chris Mason [-40],34
2019-10-16,19,1,578580599,Ian Smith,33
2019-10-16,19,1,482444234,Richard Barrett [-35],41
2019-10-16,19,1,908008030,Geoff Randall [-35],31
2019-10-16,19,1,983276809,David Gillingham [-40],45
2019-10-16,19,1,561705160,Pav Sareen,41
2019-10-09,19,1,983276809,David Gillingham [-40],30
2019-10-09,19,1,715839724,Chris Mason [-40],40
2019-09-25,19,1,983276809,David Gillingham [-40],44
2019-09-25,19,1,983276809,David Gillingham [-40],37
2019-09-25,19,1,283685400,Barry Martin [-35],46
2019-09-11,19,1,908008030,Geoff Randall [-35],30
2019-09-11,19,1,983276809,David Gillingham [-40],69
2019-09-11,19,1,271881781,Lester Grice,54
2019-09-11,19,1,715839724,Chris Mason [-40],31
2019-09-11,19,1,715839724,Chris Mason [-40],30
2020-01-15,19,1,908008030,Geoff Randall [-25],32
2020-01-15,19,1,983276809,David Gillingham [-40],75
2020-01-15,19,1,715839724,Chris Mason [-50],47
2020-01-15,19,1,715839724,Chris Mason [-50],39
2020-01-22,19,1,297844767,Mick Lott,58
2020-01-22,19,1,715839724,Chris Mason [-50],44
2020-01-22,19,1,715839724,Chris Mason [-50],40
2020-01-22,19,1,992886832,Matt Dumbleton,35
2020-02-05,19,1,297844767,Mick Lott,45
2020-02-05,19,1,51829191,Nigel Stilwell [-10],33
2020-02-05,19,1,983276809,David Gillingham [-40],56
2020-02-05,19,1,908008030,Geoff Randall [-25],30
2020-02-12,19,1,908008030,Geoff Randall [-25],57
2020-02-12,19,1,908008030,Geoff Randall [-25],38
2020-02-12,19,1,482444234,Richard Barrett [-25],33
2020-02-12,19,1,482444234,Richard Barrett [-25],32
2020-02-12,19,1,908008030,Geoff Randall [-25],30
2020-02-12,19,1,983276809,David Gillingham [-40],42
2020-02-12,19,1,715839724,Chris Mason [-50],41
2020-02-12,19,1,715839724,Chris Mason [-50],40
2020-02-12,19,1,297844767,Mick Lott,37
2020-02-19,19,1,283685400,Barry Martin [-25],40
2020-02-19,19,1,283685400,Barry Martin [-25],37
2020-02-19,19,1,482444234,Richard Barrett [-25],32
2020-02-19,19,1,983276809,David Gillingham [-40],50
2020-02-12,19,1,983276809,David Gillingham [-40],42
2021-09-22,21,1,983276809,David Gillingham [-40],52
2021-09-29,21,1,983276809,David Gillingham [-40],37
2021-10-06,21,1,297844767,Mick Lott,29
2021-10-13,21,1,983276809,David Gillingham [-40],33
2021-10-13,21,1,983276809,David Gillingham [-40],30
2021-10-13,21,1,983276809,David Gillingham [-40],30
2021-11-10,21,1,229907739,Maurice Wickens,44
2021-11-10,21,1,983276809,David Gillingham [-40],59
2021-11-10,21,1,983276809,David Gillingham [-40],58
2021-11-09,21,1,229907739,Maurice Wickens,37
2021-11-17,21,1,138786345,Barry Thornton,24
2021-11-24,21,1,51829191,Nigel Stilwell [-10],46
2021-11-24,21,1,51829191,Nigel Stilwell [-10],40
2021-11-24,21,1,736978195,Jason Alford [-10],31
2022-01-12,21,1,51829191,Nigel Stilwell [-10],33
2022-01-12,21,1,51829191,Nigel Stilwell [-10],312022-01-26,21,1,983276809,David Gillingham [-40],45
2022-01-26,21,1,983276809,David Gillingham [-40],42
2022-01-26,21,1,992886832,Matthew Dumbleton,30
2022-01-26,21,1,229907739,Maurice Wickens,30
2022-01-19,21,1,283685400,Barry Martin [-10],47
2022-01-19,21,1,229907739,Maurice Wickens,32
2022-02-02,21,1,983276809,David Gillingham [-40],42
2022-02-02,21,1,736978195,Jason Alford [-10],40
2022-02-02,21,1,736978195,Jason Alford [-10],33
2022-02-09,21,1,983276809,David Gillingham [-40],42
2022-02-09,21,1,983276809,David Gillingham [-40],31
2022-03-09,21,1,229907739,Maurice Wickens,46
2022-03-09,21,1,983276809,David Gillingham [-40],40
2022-03-09,21,1,736978195,Jason Alford [-10],32
2022-03-09,21,1,561705160,Pav Sareen,30
2022-03-16,21,1,51829191,Nigel Stilwell [-10],37
2022-03-16,21,1,51829191,Nigel Stilwell [-10],33
2022-03-16,21,1,983276809,David Gillingham [-40],30
2022-03-23,21,1,51829191,Nigel Stilwell [-10],45
2022-03-23,21,1,736978195,Jason Alford [-10],54
2022-03-23,21,1,983276809,David Gillingham [-40],48
2022-03-23,21,1,983276809,David Gillingham [-40],40
2022-03-23,21,1,983276809,David Gillingham [-40],38
2022-04-13,21,1,983276809,David Gillingham [-40],38
2022-04-13,21,1,983276809,David Gillingham [-40],35
2022-04-13,21,1,983276809,David Gillingham [-40],33
2022-04-13,21,1,673468954,Micky Sandall,21
2022-04-13,21,1,283685400,Barry Martin [-10],68
2022-04-13,21,1,983276809,David Gillingham [-40],47
2022-04-13,21,1,561705160,Pav Sareen,30
2022-10-19,22,1,283685400,Barry Martin [-10],66
2022-10-19,22,1,127285371,Stuart Williamson,33
2022-10-19,22,1,983276809,David Gillingham [-50],43
2022-10-19,22,1,561705160,Pav Sareen,33
2022-10-05,22,1,983276809,David Gillingham [-50],49
2022-10-05,22,1,983276809,David Gillingham [-50],37
2022-10-05,22,1,51829191,Nigel Stilwell [-10],33
2022-09-21,22,1,127285371,Stuart Williamson,31
2022-09-21,22,1,983276809,David Gillingham [-50],48
2022-09-21,22,1,983276809,David Gillingham [-50],31
2022-09-21,22,1,532826446,Tony Shipley,32
2022-09-14,22,1,792784781,James Dew [-20],34
2022-11-23,22,1,51829191,Nigel Stilwell [-10],39
2022-11-23,22,1,561705160,Pav Sareen,31
2022-11-15,22,1,532826446,Tony Shipley,30
2022-11-09,22,1,51829191,Nigel Stilwell [-10],40
2022-11-09,22,1,51829191,Nigel Stilwell [-10],39
2022-11-09,22,1,983276809,David Gillingham [-50],38
2022-11-09,22,1,983276809,David Gillingham [-50],35
2022-11-02,22,1,736978195,Jason Alford [-10],31
